"pvalue"	"names"	"class"
"463"	9.11134352543245e-271	"cg04819580"	"28_2_11"
"464"	7.27226456977834e-261	"cg04779597"	"28_2_1"
"465"	4.58168789570719e-253	"cg04789761"	"28_2_9"
"466"	1.99636972850101e-207	"cg04833034"	"28_2_6"
"467"	0	"cg04878869"	"29_2_3"
"468"	0	"cg04908960"	"29_2_3"
"469"	6.37988918537243e-283	"cg04849320"	"29_2_1"
"470"	3.67270202038389e-273	"cg04914562"	"29_2_2"
"471"	0	"cg04943368"	"30_2_1"
"472"	0	"cg05006755"	"30_2_3"
"473"	1.66888014561188e-277	"cg05005256"	"30_2_2"
"474"	6.27972601705771e-301	"cg05081395"	"1_3_18"
"475"	6.61157417668269e-297	"cg05091653"	"1_3_5"
"476"	6.65826212511946e-292	"cg05073720"	"1_3_3"
"477"	2.32101613351479e-291	"cg05091260"	"1_3_4"
"478"	3.80960468356594e-287	"cg05019807"	"1_3_10"
"479"	6.77312414649333e-279	"cg05081953"	"1_3_12"
"480"	8.00275612513515e-276	"cg05042743"	"1_3_14"
"481"	8.0879607567319e-251	"cg05089225"	"1_3_8"
"482"	1.98860895559356e-250	"cg05068848"	"1_3_11"
"483"	1.25335752024762e-245	"cg05080811"	"1_3_17"
"484"	5.46802725144359e-238	"cg05021636"	"1_3_2"
"485"	5.29941911156213e-226	"cg05079448"	"1_3_6"
"486"	5.72141180839413e-215	"cg05063632"	"1_3_1"
"487"	6.59618783562376e-197	"cg05086987"	"1_3_7"
"488"	8.48209093464519e-193	"cg05061504"	"1_3_15"
"489"	3.1797934883997e-186	"cg05061296"	"1_3_16"
"490"	8.95805134459835e-171	"cg05031854"	"1_3_9"
"491"	4.2111992855826e-146	"cg05046306"	"1_3_13"
"492"	2.34271101540671e-307	"cg05154546"	"2_3_4"
"493"	6.41533336896929e-302	"cg05103387"	"2_3_2"
"494"	8.90106751022616e-299	"cg05152300"	"2_3_3"
"495"	6.5598544593163e-288	"cg05124021"	"2_3_1"
"496"	1.1321034704811e-300	"cg05222671"	"3_3_6"
"497"	5.13623155596842e-291	"cg05269632"	"3_3_8"
"498"	1.80565790992384e-284	"cg05205532"	"3_3_11"
"499"	3.22058909965182e-278	"cg05194545"	"3_3_1"
"500"	1.67513344110913e-271	"cg05263113"	"3_3_2"
"501"	2.11488232231568e-271	"cg05210804"	"3_3_5"
"502"	4.97608212376333e-266	"cg05261411"	"3_3_3"
"503"	8.50331595805804e-266	"cg05240166"	"3_3_10"
"504"	2.94559321654381e-254	"cg05258757"	"3_3_9"
"505"	3.46724478239738e-242	"cg05203985"	"3_3_4"
"506"	1.24319654309887e-187	"cg05266212"	"3_3_7"
"507"	0	"cg05347108"	"4_3_7"
"508"	7.20885441510924e-297	"cg05329960"	"4_3_1"
"509"	1.50462078029521e-287	"cg05339847"	"4_3_4"
"510"	1.53194855408378e-286	"cg05284276"	"4_3_8"
"511"	2.57368664480625e-283	"cg05332077"	"4_3_2"
"512"	1.67056824872614e-282	"cg05323683"	"4_3_6"
"513"	8.19039857494204e-282	"cg05316627"	"4_3_5"
"514"	1.54199981683377e-262	"cg05349059"	"4_3_10"
"515"	7.99298635948465e-255	"cg05324519"	"4_3_3"
"516"	3.93898184731596e-210	"cg05327835"	"4_3_9"
"517"	9.92020307643023e-300	"cg05451210"	"5_3_13"
"518"	2.63925991598199e-298	"cg05432017"	"5_3_7"
"519"	3.65913333607065e-289	"cg05390307"	"5_3_6"
"520"	1.14384110336878e-286	"cg05390144"	"5_3_8"
"521"	2.90707931528145e-273	"cg05393567"	"5_3_12"
"522"	2.41792589461416e-261	"cg05453337"	"5_3_2"
"523"	1.80518297277448e-255	"cg05445772"	"5_3_4"
"524"	4.92266124861971e-213	"cg05401839"	"5_3_11"
"525"	2.02805610845611e-202	"cg05365670"	"5_3_9"
"526"	5.62381478129494e-193	"cg05426006"	"5_3_1"
"527"	5.98189714458908e-187	"cg05402891"	"5_3_10"
"528"	2.0311729902046e-168	"cg05373256"	"5_3_5"
"529"	2.10425236037116e-138	"cg05443326"	"5_3_3"
"530"	0	"cg05529201"	"6_3_4"
"531"	9.21218561648513e-305	"cg05513806"	"6_3_1"
"532"	1.47486173710583e-300	"cg05505450"	"6_3_3"
"533"	2.81163672082885e-256	"cg05502283"	"6_3_2"
"534"	0	"cg05617027"	"7_3_10"
"535"	0	"cg05603252"	"7_3_9"
"536"	4.22854350137946e-303	"cg05632020"	"7_3_7"
"537"	5.0890445714252e-303	"cg05617980"	"7_3_3"
"538"	1.82203821703662e-279	"cg05569767"	"7_3_2"
"539"	8.92707306991646e-278	"cg05629781"	"7_3_1"
"540"	6.78124509384688e-271	"cg05576795"	"7_3_6"
"541"	6.5996345525483e-251	"cg05638689"	"7_3_4"
"542"	1.13408124726838e-234	"cg05549897"	"7_3_5"
"543"	8.84621413499924e-192	"cg05600496"	"7_3_8"
"544"	0	"cg05701706"	"8_3_3"
"545"	0	"cg05696153"	"8_3_11"
"546"	0	"cg05642923"	"8_3_1"
"547"	1.97415677801256e-274	"cg05656364"	"8_3_6"
"548"	1.35260954808398e-260	"cg05701590"	"8_3_7"
"549"	1.58508197768723e-258	"cg05684145"	"8_3_9"
"550"	1.22645775300871e-252	"cg05658491"	"8_3_2"
"551"	1.04968636702744e-246	"cg05726239"	"8_3_8"
"552"	6.1634430647609e-226	"cg05704955"	"8_3_10"
"553"	9.96757696897655e-219	"cg05725004"	"8_3_4"
"554"	4.44980390405767e-212	"cg05721365"	"8_3_5"
"555"	4.70940691603461e-295	"cg05807467"	"9_3_2"
"556"	9.35256150809164e-290	"cg05814312"	"9_3_3"
"557"	3.69781827535654e-267	"cg05781984"	"9_3_1"
"558"	7.23570827909557e-301	"cg05915362"	"10_3_1"
"559"	2.38663267167645e-293	"cg05868813"	"10_3_4"
"560"	1.23769156891994e-288	"cg05897030"	"10_3_13"
"561"	6.72271920996799e-288	"cg05834805"	"10_3_12"
"562"	2.23238933943864e-287	"cg05898591"	"10_3_7"
"563"	5.80513948109179e-285	"cg05859264"	"10_3_2"
"564"	1.07241123649619e-278	"cg05908105"	"10_3_9"
"565"	1.20081062554601e-239	"cg05846868"	"10_3_8"
"566"	7.79075777592547e-232	"cg05886626"	"10_3_11"
"567"	1.33218134091114e-228	"cg05886272"	"10_3_5"
"568"	4.14242531212335e-226	"cg05876246"	"10_3_3"
"569"	6.29495477926194e-222	"cg05845533"	"10_3_10"
"570"	1.17939054432675e-198	"cg05853266"	"10_3_6"
"571"	1.99973047663735e-297	"cg05973772"	"11_3_1"
"572"	2.67217658161613e-295	"cg05955436"	"11_3_5"
"573"	2.65618855040667e-294	"cg05920908"	"11_3_6"
"574"	3.3746542187873e-289	"cg05937873"	"11_3_4"
"575"	2.60548122176406e-271	"cg05977072"	"11_3_2"
"576"	3.45587654852535e-246	"cg05981785"	"11_3_3"
"577"	3.66608896087249e-227	"cg05990988"	"11_3_7"
"578"	0	"cg06010390"	"12_3_1"
"579"	1.03611830814571e-286	"cg06048436"	"12_3_2"
"580"	1.24274625546157e-273	"cg06043159"	"12_3_3"
"581"	7.09375471733344e-269	"cg06059461"	"12_3_4"
"582"	0	"cg06119575"	"13_3_4"
"583"	2.45529037201027e-304	"cg06153893"	"13_3_8"
"584"	1.30172932011614e-294	"cg06142324"	"13_3_2"
"585"	2.17069092269323e-289	"cg06158111"	"13_3_5"
"586"	1.18364497621536e-281	"cg06187336"	"13_3_7"
"587"	2.14180795982278e-266	"cg06187103"	"13_3_6"
"588"	2.78140604174335e-263	"cg06142621"	"13_3_1"
"589"	1.3059049511065e-260	"cg06103642"	"13_3_3"
"590"	0	"cg06294954"	"14_3_11"
"591"	3.02067438342931e-300	"cg06206670"	"14_3_8"
"592"	3.78560284218728e-300	"cg06234863"	"14_3_9"
"593"	2.54887221239429e-298	"cg06259664"	"14_3_1"
"594"	1.80361135067741e-283	"cg06240854"	"14_3_4"
"595"	4.39879922876603e-280	"cg06206957"	"14_3_3"
"596"	4.6212706191014e-270	"cg06209740"	"14_3_5"
"597"	3.37996658296191e-257	"cg06221449"	"14_3_10"
"598"	6.88846780811367e-250	"cg06197114"	"14_3_2"
"599"	9.04815805596093e-210	"cg06204730"	"14_3_6"
"600"	1.88806460498295e-204	"cg06257936"	"14_3_7"
"601"	5.5910538409495e-304	"cg06336792"	"15_3_1"
"602"	2.24435402529013e-297	"cg06300308"	"15_3_7"
"603"	2.26348565046744e-283	"cg06374748"	"15_3_9"
"604"	1.81342858701263e-282	"cg06371489"	"15_3_6"
"605"	3.61812090964963e-269	"cg06385583"	"15_3_10"
"606"	2.97132402928278e-268	"cg06345789"	"15_3_5"
"607"	4.5431436813616e-267	"cg06381455"	"15_3_3"
"608"	5.41084331252162e-266	"cg06385087"	"15_3_8"
"609"	5.80307068764652e-261	"cg06358671"	"15_3_4"
"610"	9.82787458710663e-255	"cg06312283"	"15_3_2"
"611"	0	"cg06405341"	"16_3_9"
"612"	2.20064302698753e-295	"cg06479434"	"16_3_11"
"613"	1.57211820913646e-286	"cg06442294"	"16_3_12"
"614"	1.66599711601234e-286	"cg06454084"	"16_3_8"
"615"	3.57609283943455e-284	"cg06466839"	"16_3_5"
"616"	3.92994219892066e-280	"cg06487870"	"16_3_2"
"617"	8.76268813664882e-276	"cg06412582"	"16_3_4"
"618"	2.5946118256442e-269	"cg06464369"	"16_3_7"
"619"	6.64921303774423e-262	"cg06470251"	"16_3_6"
"620"	8.75989407018391e-262	"cg06436185"	"16_3_3"
"621"	1.32164744221768e-242	"cg06421614"	"16_3_10"
"622"	1.78693358065543e-151	"cg06461306"	"16_3_1"
"623"	0	"cg06508886"	"17_3_2"
"624"	6.02659973578083e-269	"cg06539717"	"17_3_3"
"625"	9.60360932617751e-260	"cg06524377"	"17_3_1"
"626"	0	"cg06612355"	"18_3_1"
"627"	6.39106668054116e-287	"cg06642647"	"18_3_3"
"628"	1.2729801396358e-274	"cg06659980"	"18_3_4"
"629"	3.9133822912036e-259	"cg06619939"	"18_3_2"
"630"	0	"cg06694561"	"19_3_10"
"631"	0	"cg06747919"	"19_3_10"
"632"	3.15546584488949e-306	"cg06730438"	"19_3_1"
"633"	1.08327689843196e-288	"cg06698414"	"19_3_6"
"634"	4.86552122553448e-285	"cg06718763"	"19_3_12"
"635"	4.17790544964393e-283	"cg06711306"	"19_3_9"
"636"	5.79986135092249e-281	"cg06720467"	"19_3_5"
"637"	3.8231232192241e-274	"cg06686709"	"19_3_11"
"638"	4.22772363621602e-261	"cg06717565"	"19_3_3"
"639"	4.00792645007527e-255	"cg06746744"	"19_3_8"
"640"	1.70470065400498e-243	"cg06747543"	"19_3_4"
"641"	4.19775707858493e-213	"cg06705930"	"19_3_2"
"642"	3.54059358573008e-174	"cg06711656"	"19_3_7"
"643"	0	"cg06798642"	"20_3_2"
"644"	1.90835276054502e-289	"cg06828505"	"20_3_1"
"645"	1.73227887632644e-284	"cg06786050"	"20_3_3"
"646"	6.67926323793503e-306	"cg06846320"	"21_3_2"
"647"	2.49135099658779e-304	"cg06882298"	"21_3_1"
"648"	3.97620103508311e-291	"cg06866375"	"21_3_5"
"649"	1.01248726329853e-282	"cg06883544"	"21_3_3"
"650"	1.4378743590851e-275	"cg06908739"	"21_3_6"
"651"	7.92851890149247e-265	"cg06851000"	"21_3_4"
"652"	0	"cg06919205"	"22_3_1"
"653"	0	"cg06912420"	"22_3_3"
"654"	1.56694503444232e-295	"cg06934572"	"22_3_5"
"655"	1.74989205985603e-281	"cg06950952"	"22_3_4"
"656"	1.12487745984482e-263	"cg06983508"	"22_3_6"
"657"	8.24939979561878e-246	"cg06976250"	"22_3_2"
"658"	2.3867175092659e-232	"cg06976202"	"22_3_7"
"659"	0	"cg07058694"	"23_3_1"
"660"	5.55721671054404e-308	"cg07039423"	"23_3_5"
"661"	2.48927281700589e-301	"cg07015525"	"23_3_4"
"662"	2.611888248792e-294	"cg07005067"	"23_3_3"
"663"	7.13284810154301e-279	"cg07016682"	"23_3_2"
"664"	7.62503968211111e-301	"cg07142131"	"24_3_9"
"665"	5.59495180677488e-298	"cg07131274"	"24_3_13"
"666"	2.29050190229397e-288	"cg07154904"	"24_3_2"
"667"	4.81651672379914e-270	"cg07098566"	"24_3_8"
"668"	7.62615142125263e-269	"cg07147573"	"24_3_11"
"669"	1.31989568669437e-266	"cg07158434"	"24_3_5"
"670"	2.9735405043798e-266	"cg07156336"	"24_3_12"
"671"	3.52420316523363e-259	"cg07149022"	"24_3_6"
"672"	6.57072405696169e-256	"cg07150445"	"24_3_10"
"673"	1.13782056569062e-240	"cg07136635"	"24_3_1"
"674"	1.13843768243178e-229	"cg07129392"	"24_3_3"
"675"	6.75722906084667e-224	"cg07107824"	"24_3_4"
"676"	2.15560854961564e-209	"cg07155478"	"24_3_7"
"677"	0	"cg07209034"	"25_3_1"
"678"	0	"cg07229767"	"25_3_2"
"679"	3.66701197550645e-284	"cg07213289"	"25_3_3"
"680"	1.81490249880872e-297	"cg07259165"	"26_3_7"
"681"	1.21773640695921e-285	"cg07243548"	"26_3_5"
"682"	7.58357672162704e-283	"cg07302677"	"26_3_1"
"683"	5.53161178368607e-281	"cg07283896"	"26_3_2"
"684"	7.27838590049596e-277	"cg07313709"	"26_3_6"
"685"	5.76489413960884e-264	"cg07273125"	"26_3_4"
"686"	1.57774972997713e-248	"cg07325893"	"26_3_3"
"687"	0	"cg07364154"	"27_3_10"
"688"	0	"cg07361056"	"27_3_10"
"689"	0	"cg07340499"	"27_3_10"
"690"	4.49636925688932e-293	"cg07366188"	"27_3_1"
"691"	3.12479438909283e-285	"cg07390924"	"27_3_9"
"692"	2.34052687803639e-257	"cg07418387"	"27_3_11"
"693"	3.48131468467757e-255	"cg07420745"	"27_3_4"
"694"	2.68525069993541e-253	"cg07375978"	"27_3_12"
"695"	3.11181596834356e-240	"cg07403338"	"27_3_2"
"696"	2.45775146678147e-239	"cg07402939"	"27_3_7"
"697"	6.27376323325823e-211	"cg07391141"	"27_3_3"
"698"	9.67758596295245e-206	"cg07372500"	"27_3_8"
"699"	4.54811549613617e-198	"cg07418289"	"27_3_6"
"700"	3.30833873704621e-174	"cg07359991"	"27_3_5"
"701"	0	"cg07506689"	"28_3_6"
"702"	1.30267226756156e-305	"cg07482202"	"28_3_4"
"703"	1.30346729956212e-297	"cg07498426"	"28_3_5"
"704"	3.64454763122804e-286	"cg07495357"	"28_3_2"
"705"	1.84167471795582e-268	"cg07495704"	"28_3_3"
"706"	1.77760957982049e-267	"cg07438401"	"28_3_1"
"707"	6.32967258785918e-299	"cg07558704"	"29_3_10"
"708"	8.83940598641217e-291	"cg07561747"	"29_3_3"
"709"	4.8198982083411e-285	"cg07585257"	"29_3_8"
"710"	1.37195669983946e-284	"cg07601804"	"29_3_5"
"711"	4.8261686044113e-283	"cg07543830"	"29_3_4"
"712"	5.86442835833349e-283	"cg07549208"	"29_3_6"
"713"	1.08843545146464e-279	"cg07533239"	"29_3_11"
"714"	5.04262399852367e-268	"cg07525267"	"29_3_9"
"715"	1.78632744090833e-264	"cg07533511"	"29_3_1"
"716"	3.71345056071243e-255	"cg07571038"	"29_3_7"
"717"	9.38552054794594e-200	"cg07554011"	"29_3_2"
"718"	8.08158687344868e-305	"cg07648238"	"30_3_5"
"719"	5.48484340871717e-303	"cg07693974"	"30_3_6"
"720"	6.10424711018288e-300	"cg07646467"	"30_3_12"
"721"	4.81816821401588e-293	"cg07623839"	"30_3_2"
"722"	2.8736383841521e-286	"cg07664990"	"30_3_1"
"723"	2.42880563900789e-270	"cg07631828"	"30_3_7"
"724"	7.37522312937839e-270	"cg07669260"	"30_3_8"
"725"	6.98260960076155e-263	"cg07676361"	"30_3_11"
"726"	4.6903803831827e-254	"cg07631533"	"30_3_3"
"727"	4.79693377175746e-240	"cg07636145"	"30_3_9"
"728"	6.8182989796178e-201	"cg07608826"	"30_3_10"
"729"	5.31425648900736e-185	"cg07657357"	"30_3_4"
"730"	0	"cg07733918"	"1_4_5"
"731"	2.37344840231923e-301	"cg07773510"	"1_4_6"
"732"	8.02934261424094e-299	"cg07725389"	"1_4_2"
"733"	1.11227930772016e-297	"cg07771727"	"1_4_4"
"734"	1.5093740509073e-278	"cg07727358"	"1_4_3"
"735"	6.65170358616871e-258	"cg07753583"	"1_4_1"
"736"	0	"cg07864976"	"2_4_1"
"737"	0	"cg07803375"	"2_4_3"
"738"	5.73319460516898e-308	"cg07849581"	"2_4_4"
"739"	1.08773451637734e-291	"cg07830557"	"2_4_5"
"740"	1.14098059992053e-286	"cg07858113"	"2_4_2"
"741"	1.12782492908368e-272	"cg07804711"	"2_4_6"
"742"	5.02435067884844e-254	"cg07852840"	"2_4_7"
"743"	0	"cg07925867"	"3_4_4"
"744"	2.13491910088798e-280	"cg07890238"	"3_4_2"
"745"	6.52718654902017e-271	"cg07895437"	"3_4_7"
"746"	3.12498694696595e-267	"cg07951749"	"3_4_1"
"747"	1.54520993441017e-265	"cg07927953"	"3_4_3"
"748"	1.36433623939572e-240	"cg07938459"	"3_4_5"
"749"	5.78132192060679e-191	"cg07960154"	"3_4_6"
"750"	0	"cg07998461"	"4_4_1"
"751"	0	"cg08038982"	"4_4_3"
"752"	1.62727465378278e-266	"cg08005208"	"4_4_4"
"753"	1.26484378748752e-263	"cg08063745"	"4_4_5"
"754"	5.94635270129962e-233	"cg08050748"	"4_4_2"
"755"	0	"cg08090367"	"5_4_4"
"756"	2.05021663309704e-307	"cg08118159"	"5_4_5"
"757"	3.65175997746329e-302	"cg08093097"	"5_4_3"
"758"	3.67267156165193e-299	"cg08089780"	"5_4_1"
"759"	2.39335368273152e-292	"cg08114265"	"5_4_2"
"760"	2.62404246288753e-292	"cg08085357"	"5_4_8"
"761"	1.32710644323355e-280	"cg08078204"	"5_4_7"
"762"	1.67720135195228e-142	"cg08152839"	"5_4_6"
"763"	2.40338239850919e-303	"cg08200851"	"6_4_4"
"764"	1.02881414037535e-294	"cg08170679"	"6_4_2"
"765"	2.89402991517233e-263	"cg08223837"	"6_4_1"
"766"	4.00430362556902e-248	"cg08161205"	"6_4_3"
"767"	2.46858548577503e-244	"cg08217716"	"6_4_5"
"768"	4.997364607555e-295	"cg08324801"	"7_4_5"
"769"	2.39753797155131e-292	"cg08248955"	"7_4_1"
"770"	2.66904634516335e-289	"cg08295111"	"7_4_4"
"771"	7.5115586709968e-284	"cg08269188"	"7_4_3"
"772"	9.51280937455372e-264	"cg08269653"	"7_4_2"
"773"	3.36418231393151e-303	"cg08418978"	"8_4_4"
"774"	2.93343647867959e-301	"cg08368520"	"8_4_8"
"775"	3.14131904422265e-291	"cg08365738"	"8_4_6"
"776"	3.76270029239292e-290	"cg08384314"	"8_4_1"
"777"	6.04327897713172e-285	"cg08359013"	"8_4_9"
"778"	9.53195662157842e-275	"cg08403885"	"8_4_10"
"779"	1.46589989951835e-274	"cg08371532"	"8_4_5"
"780"	2.29298651342976e-270	"cg08336300"	"8_4_7"
"781"	3.85599598630806e-254	"cg08415592"	"8_4_11"
"782"	5.924575942981e-245	"cg08382072"	"8_4_2"
"783"	1.93228972952797e-241	"cg08332594"	"8_4_3"
"784"	2.16911234216638e-306	"cg08473660"	"9_4_1"
"785"	9.1282123556119e-304	"cg08484671"	"9_4_8"
"786"	1.81099688545486e-296	"cg08501292"	"9_4_4"
"787"	4.31911158102095e-290	"cg08514765"	"9_4_6"
"788"	6.84683063313741e-289	"cg08513626"	"9_4_2"
"789"	2.66559078105144e-287	"cg08523456"	"9_4_7"
"790"	1.24831331976462e-274	"cg08452327"	"9_4_9"
"791"	4.26270004301907e-265	"cg08506924"	"9_4_5"
"792"	4.01669536020284e-192	"cg08485937"	"9_4_3"
"793"	0	"cg08585669"	"10_4_4"
"794"	0	"cg08542351"	"10_4_2"
"795"	0	"cg08530205"	"10_4_4"
"796"	1.01768087341873e-300	"cg08554257"	"10_4_5"
"797"	3.11021673576637e-291	"cg08529481"	"10_4_1"
"798"	2.21406595032212e-275	"cg08542865"	"10_4_3"
"799"	7.80994409055758e-300	"cg08626932"	"11_4_4"
"800"	2.6493317156224e-298	"cg08672410"	"11_4_3"
"801"	1.03142516089435e-292	"cg08623515"	"11_4_5"
"802"	2.44674642110516e-289	"cg08623215"	"11_4_1"
"803"	3.35907531629843e-277	"cg08648568"	"11_4_2"
"804"	4.01403793054019e-259	"cg08696494"	"11_4_6"
"805"	1.17778185396454e-306	"cg08740698"	"12_4_3"
"806"	2.55870538440015e-298	"cg08798295"	"12_4_1"
"807"	1.53449615250602e-289	"cg08763673"	"12_4_2"
"808"	4.62815928660173e-277	"cg08795084"	"12_4_4"
"809"	1.10016418602629e-239	"cg08793689"	"12_4_5"
"810"	1.64153747543636e-293	"cg08824961"	"13_4_10"
"811"	4.43410676116263e-288	"cg08843623"	"13_4_9"
"812"	1.62641152879546e-272	"cg08857221"	"13_4_1"
"813"	5.5641662557698e-264	"cg08846327"	"13_4_13"
"814"	2.82266984606712e-261	"cg08871474"	"13_4_3"
"815"	4.87670080313232e-260	"cg08893853"	"13_4_11"
"816"	1.15767111279169e-256	"cg08862148"	"13_4_2"
"817"	9.91961004666737e-246	"cg08822602"	"13_4_12"
"818"	1.7138460545819e-244	"cg08839053"	"13_4_6"
"819"	4.61650895245652e-240	"cg08823182"	"13_4_8"
"820"	2.94167405791258e-233	"cg08831348"	"13_4_7"
"821"	1.64266732373243e-219	"cg08843492"	"13_4_5"
"822"	3.54059032063033e-216	"cg08865365"	"13_4_4"
"823"	1.17067104801116e-304	"cg08958549"	"14_4_7"
"824"	2.61630725661746e-304	"cg08922068"	"14_4_4"
"825"	3.49808951846364e-294	"cg08922090"	"14_4_5"
"826"	4.59882106262499e-294	"cg08962271"	"14_4_6"
"827"	2.28371854144112e-280	"cg08900426"	"14_4_9"
"828"	1.2356001190241e-278	"cg08906015"	"14_4_2"
"829"	4.17130708139905e-278	"cg08956101"	"14_4_8"
"830"	1.22011075920467e-258	"cg08955995"	"14_4_1"
"831"	1.38409107438204e-241	"cg08938906"	"14_4_3"
"832"	3.21733720959688e-301	"cg09066997"	"15_4_7"
"833"	4.29277912085331e-287	"cg09090582"	"15_4_2"
"834"	1.00187493372861e-280	"cg09063936"	"15_4_9"
"835"	7.36981948840172e-273	"cg09020649"	"15_4_4"
"836"	1.52692744975998e-270	"cg09050372"	"15_4_8"
"837"	6.24794070268442e-268	"cg09027436"	"15_4_6"
"838"	3.5900186905018e-256	"cg09044174"	"15_4_5"
"839"	4.34859069283514e-199	"cg09089053"	"15_4_1"
"840"	2.56040809504754e-173	"cg09048129"	"15_4_3"
"841"	0	"cg09126541"	"16_4_3"
"842"	2.62007672321407e-292	"cg09140851"	"16_4_1"
"843"	1.02330033615882e-268	"cg09118558"	"16_4_8"
"844"	2.06297848554179e-268	"cg09127400"	"16_4_2"
"845"	1.88332098138918e-259	"cg09157302"	"16_4_5"
"846"	4.35815046518559e-247	"cg09177080"	"16_4_4"
"847"	5.63066736487928e-240	"cg09145391"	"16_4_7"
"848"	2.60896615782631e-223	"cg09146328"	"16_4_6"
"849"	2.02468809107567e-293	"cg09221960"	"17_4_3"
"850"	7.74074983420591e-288	"cg09233791"	"17_4_2"
"851"	6.23253897171462e-287	"cg09278107"	"17_4_5"
"852"	5.99059382437406e-284	"cg09274344"	"17_4_1"
"853"	6.0880236435398e-263	"cg09267483"	"17_4_6"
"854"	1.26929629800801e-228	"cg09205945"	"17_4_4"
"855"	6.40825042546709e-302	"cg09286367"	"18_4_5"
"856"	1.06262578395218e-299	"cg09342325"	"18_4_2"
"857"	8.77801123526661e-292	"cg09366620"	"18_4_3"
"858"	1.24078252012983e-286	"cg09324735"	"18_4_4"
"859"	8.25367338895531e-238	"cg09359391"	"18_4_1"
"860"	0	"cg09430932"	"19_4_15"
"861"	0	"cg09473180"	"19_4_10"
"862"	2.18244664009945e-301	"cg09456094"	"19_4_20"
"863"	1.00354507192823e-294	"cg09471204"	"19_4_11"
"864"	3.59119278360993e-289	"cg09427605"	"19_4_14"
"865"	7.28460758945163e-287	"cg09397579"	"19_4_8"
"866"	9.47927773952256e-281	"cg09430664"	"19_4_9"
"867"	1.60621120535636e-278	"cg09444426"	"19_4_12"
"868"	2.63987748963856e-276	"cg09412707"	"19_4_13"
"869"	1.72397661667774e-265	"cg09414827"	"19_4_4"
"870"	5.44340227997299e-262	"cg09411682"	"19_4_18"
"871"	2.75718986955086e-258	"cg09436823"	"19_4_6"
"872"	1.18507649875573e-254	"cg09428653"	"19_4_2"
"873"	2.45239475465555e-244	"cg09394128"	"19_4_16"
"874"	2.02432376208147e-242	"cg09399801"	"19_4_5"
"875"	2.38090734642118e-242	"cg09432154"	"19_4_22"
"876"	3.56211949369196e-242	"cg09411730"	"19_4_7"
"877"	3.35463785761856e-236	"cg09458299"	"19_4_1"
"878"	4.42215630824427e-215	"cg09422450"	"19_4_21"
"879"	2.81358499677793e-212	"cg09469870"	"19_4_19"
"880"	1.71555520998373e-209	"cg09430445"	"19_4_17"
"881"	2.09807660996178e-205	"cg09379385"	"19_4_3"
"882"	0	"cg09547226"	"20_4_2"
"883"	0	"cg09527670"	"20_4_4"
"884"	0	"cg09544728"	"20_4_4"
"885"	7.35387090061166e-296	"cg09537448"	"20_4_5"
"886"	2.20033149131858e-259	"cg09517190"	"20_4_1"
"887"	3.78612954149881e-249	"cg09546172"	"20_4_3"
"888"	0	"cg09663836"	"21_4_2"
"889"	0	"cg09645993"	"21_4_4"
"890"	5.8166044630061e-304	"cg09632029"	"21_4_8"
"891"	1.19041811793722e-293	"cg09581226"	"21_4_1"
"892"	1.00001779960855e-277	"cg09666654"	"21_4_7"
"893"	3.08897973753236e-275	"cg09608652"	"21_4_5"
"894"	7.45824844812871e-274	"cg09664479"	"21_4_3"
"895"	6.38290901542633e-254	"cg09587957"	"21_4_9"
"896"	3.67750558741785e-214	"cg09664215"	"21_4_6"
"897"	0	"cg09675853"	"22_4_6"
"898"	3.87931011165443e-300	"cg09678836"	"22_4_4"
"899"	1.10798612389042e-292	"cg09762021"	"22_4_8"
"900"	5.6178343057221e-285	"cg09763790"	"22_4_7"
"901"	1.39746956534717e-268	"cg09704217"	"22_4_2"
"902"	2.67628189755315e-260	"cg09676390"	"22_4_5"
"903"	2.94171108788365e-240	"cg09671481"	"22_4_3"
"904"	4.8124363130875e-223	"cg09745791"	"22_4_1"
"905"	0	"cg09797645"	"23_4_6"
"906"	5.76577647124396e-296	"cg09833350"	"23_4_4"
"907"	8.33764558291323e-292	"cg09791621"	"23_4_3"
"908"	2.63171818689628e-289	"cg09818912"	"23_4_2"
"909"	1.56239543830223e-267	"cg09774917"	"23_4_7"
"910"	2.5243865144942e-261	"cg09777416"	"23_4_1"
"911"	4.78064960716076e-256	"cg09845379"	"23_4_8"
"912"	7.39655537038189e-247	"cg09788008"	"23_4_9"
"913"	1.87402926670533e-239	"cg09842946"	"23_4_5"
"914"	0	"cg09881503"	"24_4_3"
"915"	5.61607291514461e-298	"cg09869167"	"24_4_4"
"916"	1.10102169960069e-286	"cg09962377"	"24_4_1"
"917"	1.3816977572906e-258	"cg09895527"	"24_4_2"
"918"	3.85171792473087e-288	"cg10006762"	"25_4_1"
"919"	1.44588253657178e-286	"cg10000318"	"25_4_2"
"920"	7.11721926117799e-303	"cg10091053"	"26_4_4"
"921"	1.13160151767586e-283	"cg10072168"	"26_4_1"
"922"	7.81313939352803e-280	"cg10090761"	"26_4_3"
"923"	6.41828154269796e-266	"cg10134963"	"26_4_2"
"924"	9.78645545480491e-266	"cg10077672"	"26_4_5"
"925"	7.61093215843299e-293	"cg10188897"	"27_4_10"
"926"	3.8327018003852e-292	"cg10154597"	"27_4_5"
"927"	1.64999839632945e-274	"cg10222534"	"27_4_2"
